label,tweet,label_category
2,@aurabogado el negro?,Neutral
1,@austin_farrar yeah way to block me fag your scared you go and hit girls how tough does that make you? tough enough to know i'd beat...,Offensive Language
0,@austin_farrar your a fucking queer faggot bitch,Hate Speech
1,@austinrea_ @sbsylvester @hunterbuch66 @kieffer_jason bitch that's wtf i just said and its not christopher it's chris mf,Offensive Language
2,@awfulbot are you a pig or are you a bird,Neutral
1,@b0ss561 just beat the pussy up,Offensive Language
1,@b0ssladyre go to sleep bitch,Offensive Language
1,@b0ssladyre lmao you wish bitch,Offensive Language
2,@b0ssladyre just ate a wees brownie and is seeing random cats,Neutral
1,@b0ssladyre lmao they know who the kitty master is !!!! don't hate bitch,Offensive Language
2,@b1gsean21 lets just say hellen keller makes better brownies,Neutral
1,@b_scheich 👈💦 salute a bad bitch,Offensive Language
1,@b_shiznitt @italian_montana wtf you bitches seen this without me,Offensive Language
1,@b_shiznitt cum thru bitch,Offensive Language
1,@b_shiznitt fuck off bitch,Offensive Language
1,@b_shiznitt fuck you bitch,Offensive Language
1,@b_shiznitt wanted me to let everyone know he downloaded the whole acoustic justin bieber album #fag,Offensive Language
1,@b_shiznitt what's good pussy,Offensive Language
1,@b_shiznitt you lying bitch,Offensive Language
1,@baaaabyshaaaay_ my niggah!!,Offensive Language
1,@baaaabyshaaaay_ ununnnn what plans? text me niggah!!,Offensive Language
1,@baaaabyshaaaay_ yassss bitch!!,Offensive Language
1,@baaaabyshaaaay_ spitted sprite on you? niggah with yo smart ass mouth you deserved it. & well stfu! lol,Offensive Language
1,"@babynacca @zneezy2good both you boys need some pussy, damn.😉",Offensive Language
1,@babyspittle @kimmyincali @martinishark @senatorreid still blaming bush? fucking retard,Offensive Language
0,"@bad_boy_six @ksteven37 here ya go wetback, eat this.. httpurl",Hate Speech
1,@badluckbella_ that's lil nig 😎,Offensive Language
1,@badnewsbridget @morbidmermaid @evanbecker513 you're a lying sack of shit because i know you love me #lesbian #jk #jkbridgeturstraight #fag,Offensive Language
1,@badnewsbridget lol fag,Offensive Language
0,"@badshah200 ur pal @stlabubadu threat2 ""apostate kufar"">""i cld cut ur neck w/sword of islam &watch u squeal like a bitch like daniel pearl""",Hate Speech
2,@baileymw22 you're the sole reason i come to that chipotle incase you didn't know. keep up the good work babe,Neutral
2,@ballzahoy cowboy killers.😍,Neutral
2,@basedgvbe trash,Neutral
1,@baskgod nah it's just clowney being a bitch nigga,Offensive Language
1,"@bayjackson3 lol it's a crew, not actual hoes",Offensive Language
1,@bbhairs when you get famous i'm buyin yo art so me and my bitch can have dat shit all in da crib,Offensive Language
1,@bbluedreamm @chris_cruz1 @hunglikerobby_ kenna stfu? quit bein a bitch i was tellin robby to stop?! god.,Offensive Language
1,@bbluedreamm @chris_cruz1 @hunglikerobby_ don't be a bitch then?,Offensive Language
1,@bbluedreamm @kelliestebbins how original you faggots😒😭,Offensive Language
1,@bbluedreamm bitch don't reply😌,Offensive Language
1,@beautifulbeeee yes!!! every guy is a bitch today...lol...smh,Offensive Language
1,@beejohns1 is gonna find himself a redneck girl one of these days 💏😂,Offensive Language
1,@beenlame @fucktravonn faggot,Offensive Language
2,"@beepbeepamanda today was talk like a pirate day, and absolutely nobody knew id been doing a charlie morton impersonation all day.",Neutral
0,@beesands10 but that's what you call white trash with money!!!!!,Hate Speech
0,@bellaangeletti no ud still be a fag if i was lolz,Hate Speech
0,@bellaangeletti ur a fag,Hate Speech
1,@benshapiro just more #teabagger babel. these are the same fucks that masturbated to @timtebow - they just hate it when gays r successful.,Offensive Language
1,"@bernadettvajda they always put gingers in red, yellow, or leopard print.",Offensive Language
1,"@bestassbestface omg ur finally losing ur patience. ""cause ur a hoe!"" i love it. 😂😂 can't stop laughing.",Offensive Language
2,@beth4158 no steak here either. no hurry on brownies. just that picture u posted made me all but drool on my phone. :),Neutral
1,@betysweetcocker that's white woman pussy,Offensive Language
1,@bigdickdoane positive thoughts nig nog 😊,Offensive Language
1,@big_business_ lmao dog just type them out and let them faggots try to decipher it.,Offensive Language
2,"@big_msudawg11 oh state, just enjoy your trailer trash and your sub par sports.",Neutral
1,@biggerboat99 please be a little depressed bitch the entire time,Offensive Language
1,@bigksmoove them hoes look good,Offensive Language
1,@bigshaadswerver @alejandro_bihhh i haven't seen that hoe,Offensive Language
1,@bigshaadswerver yea tj in this hoe dunking everything tk hitting shots and juelz handling the bitch,Offensive Language
1,@bijoudulcet geminis rule hoe. 😌,Offensive Language
1,@bill_gaines @morningjoe atf is in charge of prosecuting cases and the #teabagger republicans won't confirm a director to lead the agency.,Offensive Language
2,@billyeichner since @tomcruise will be a hoser... hi.,Neutral
2,@billyrunaway hope she's larger than a bird.,Neutral
1,@binniemouse bitch don't kill my vibe,Offensive Language
1,@bitchdicknigga yeah cum itch my slit baby cakes,Offensive Language
0,@bitchdicknigga you're a fucking nigger,Hate Speech
1,@bitchkrieg hbic....... head bitch in charge. lol,Offensive Language
0,@bitchkrieg like the new avi. my twitter is retarded and shows you in the cubs hat but when i stalk your profile it show the new one,Hate Speech
1,@bitchsides you're a bitch ihy,Offensive Language
2,@bitty_boop @oreo cookies sound wonderful.,Neutral
1,"@bjohnson613 this is why i follow and love you, bill. i may bitch at you, but i'll never quit you.",Offensive Language
2,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,Neutral
2,@blackymiles lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,Neutral
1,@blakeshelton i'm coming for you bitch boy!!! httpurl,Offensive Language
1,@blastmccurdy in your dreams little leprechaun hemroid,Offensive Language
2,@blowme you mean trash.,Neutral
1,@bm00re43 bitches naked**,Offensive Language
0,@bnp we are being overrun by mongrels because zog or the jews that run our countries want the white man to perish.,Hate Speech
2,@bocgeogaddi @anepicname lmaooooo epic bird wins.,Neutral
1,"@bogglethemind83 @aj0427 was about to fly to portugal & open a can of whoopass since they started to zoom out during ""still run this bitch""",Offensive Language
1,@bongwynnn wow what a faggot,Offensive Language
1,@bonnoxxx 😂 nah bitch u addicted to spazzin fasho fuc molly tht shit happend 1 time and lean scarce so stfu hoe ass go spazz on sum thot,Offensive Language
1,@bonnoxxx 😂😂😭😭 since day 1 u remember tha bitches in alabama lmfaoo #big,Offensive Language
1,@bonnoxxx 😭😭😭😭😭 how u kno im talkin bout you bitch lmfao,Offensive Language
0,@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #beamthat bitch i know where you reside,Hate Speech
0,@bonnoxxx nah she said you a fag,Hate Speech
1,@bonnoxxx u smokin that 87 bitch,Offensive Language
1,@bonnoxxx yea cuh a bitch fuc donald sterling .. cuhz pimpin tho,Offensive Language
1,@bossliyah_ dm me your number hoe,Offensive Language
1,"@bosxe it worked, bitch!!!",Offensive Language
2,@boxingscene @rpopbox @bronzebomber @boxing this charlie z really does need mental help check this out httpurl,Neutral
1,@boxingscene danny will be in deep deep water at 147 too many badass sons of bitches up there,Offensive Language
1,@boxingscene nobody is ever gonna take this ass clown serious again what a lil bitch,Offensive Language
1,@bradley_eckman don't say shit like that lil nig .. or i'll give you a 🍄 stamp,Offensive Language
2,"@brandondgk420 the only boards i still have from them are just the tie dye ones, monkey edition, black and silver , and the newest ones",Neutral
1,@brandon_even them aint the bitches im talkin bout  aint no jungle fever over there lol,Offensive Language
1,@brandynasty bitch nigga dont get all but hurt,Offensive Language
1,@brendacoyt_3 : ayee ayee it's my snow niqqa && it's for my bitches to slide to my crib,Offensive Language
1,@brendacoyt_3 : i got them bitches snowboarding to me 🏂🎿❄️⛄️,Offensive Language
1,@brendacoyt_3 : ahah chill my bitch look better 😂😂😂😏👌,Offensive Language
1,@bri_shackelford @bellaangeletti sorry dyslexia is a bitch,Offensive Language
2,@brianabrazilian oh... my phone is some trash! but you knew that!,Neutral
1,@brianholmes2700 i 💚 you bitch,Offensive Language
1,@brianholmes2700 god doesn't send retards to hell,Offensive Language
1,@brianholmes2700 pussy,Offensive Language
1,@brianholmes2700 you a drunk bitch,Offensive Language
2,@brianstelter took uber yesterday. advertised as 20% < ny taxis but was actually a yellow taxi at same price. #uber,Neutral
1,@briere_alex bout time bitch,Offensive Language
1,@britneyspears not that it matters but im proud of ur little ass! im n old southern bitch. hang n there baby!,Offensive Language
2,@brittbritt_naay 😂 i'm a wexican,Neutral
1,@brittneycordova don't blame me hoe.... i'm innocent 😈,Offensive Language
2,"@britty_jurgens a music suggestion is ""lil spook""",Neutral
1,@broneadams yo bitch stay lookin like a clown,Offensive Language
1,@brookbristow @bigassmoustache people gotta bitch about something.,Offensive Language
1,"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",Offensive Language
1,@brotherbill7 thirsty hoes 💁,Offensive Language
0,@brrrrangadang this nigga 😑😑.. know damn well you a coon,Hate Speech
1,@bsails33 dyke ron🌈🎭😂,Offensive Language
1,@buffprobzzz the dude took off running like a bitch!,Offensive Language
1,"@burke113 @donthebear ""..the nig..""? ok, you're the big time shit talker on twitter no name, no face, no info",Offensive Language
2,@butterfliesblue i heard green tea makes you lose weight.... and imma coon so that explains the watermelon,Neutral
1,@bygbootiejuliie just facetime doms bitch ass,Offensive Language
2,@c00ntact @kevini bumcia is trash smfh i would've thought he would have gone after khan but what you said makes sense,Neutral
2,@c_drew_ i'm guessing so. the players are talking trash.,Neutral
1,@c_mccann23 fuck yes we are 😜 triple xp nigguh,Offensive Language
1,"@caitnicole3 i'm not sure, i'm a broke nig 😞",Offensive Language
2,@cakedjake we're laying rock around our lake. you're welcome to join a redneck workout. #muscles 💪😁,Neutral
1,"@calissstaaa cause you're a damn border bunny, you forget already?",Offensive Language
1,@calumlove1997 might havti give you a visit. this cunt isn't going to have a family when im done.,Offensive Language
1,@cambreezy_ @andrewwayne2 @thereal_emandm it ain't retarded. he's my cousin. lmao.,Offensive Language
0,@cambreezy_ @thelittlefella_ she spelled faggots with an e you're so cool lol,Hate Speech
1,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga,Offensive Language
1,@cameron_ast @lanahudsonnn are u fucking still talking bitch i wanna see that i don't give a fuck about your ugly ass girlfriend son,Offensive Language
1,@cameron_ast @lanahudsonnn bitch and the fuck u wanna do about then nigga stfu talking and do something,Offensive Language
2,@caraabastow that's a cute and fuzzy one...hehehe ;),Neutral
2,"@caritoguey 02' charcoal 7s are pre-owned, no sole wear or scuffs size 10.5, cherry 12's ds size 11.5",Neutral
2,@carlybaejepsen trash,Neutral
1,@carlybutler96 just texted yea queer bait 😘,Offensive Language
2,@carolinebakkk those were bumblebees....,Neutral
2,@carpedehope not if you're standing in btw the yellow lines,Neutral
1,@carterboy_leake @italian_montana @tyg235 chill your dad gets more bitches at school than you do griff,Offensive Language
1,@cass_uhhh_deee do it pussy,Offensive Language
1,@catleesh_ i have small pussy size plugs,Offensive Language
2,@caycifish what is that monkey doing to those poor bottles?,Neutral
0,@caykelly16 @madisonearhart u guys are fags.,Hate Speech
1,@caylanashlee cause everyone just loves yo bitch ass rite? yea sure...,Offensive Language
1,@caylinwillis fuck the yankees,Offensive Language
1,@cb_marie as u should that's jus a clutch ass spot bitch we in there for the turn up 😩😩😩,Offensive Language
1,@cb_marie bitch yessssssss🙊😧 omg i jus saw one of em yesterday i'm in disbelief i rode by like oh that's court bro now i'm lost,Offensive Language
1,"@cbfollowheidi black girls are so funny, why can't you talk literate? it's pathetic, dick riding die hard fan rofl, you disgust me, retard.",Offensive Language
1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.,Offensive Language
1,@ccass357 @liveitupjersey real serious in ct! bunch of whiney cunts!,Offensive Language
1,@cdnrod and they bitch cause police showed in force.they were the only thing preventing them from getting turned in2 road kill #i70shutdown,Offensive Language
2,@cgoodwoman @stevenadamswv crystal probably only person in world interested in my poor black hillbilly:jamaica::poor white hillbilly:wv idea,Neutral
1,@chandraingram95 sounds like you bout to smack a hoe,Offensive Language
1,@chanel_2playa @toddie_soplayer nigga you proud of 80% i was in that bitch 99.99% the .01% is from me going to get the weed out the car,Offensive Language
1,@chanelisabeth @emmasayshai #icanhashtaghoweveriwant #bitch,Offensive Language
1,@chanelisabeth i drive illegally retard,Offensive Language
1,"@chanelisabeth i'm subtweeting my sister, hoe",Offensive Language
1,@chanelisabeth cuz ur a bird bitch,Offensive Language
1,@chanelisabeth fuck yo bitch ass then,Offensive Language
0,@chanelisabeth that nigger music,Hate Speech
1,"@chanelisabeth well you're a first class bitch. so go on with your bitch life, bitch",Offensive Language
1,@charlieecai ok!!!!! stupid bitch,Offensive Language
2,@charlierose @jdickerson racist @norahodonnell texas trash gwbush came to wh numb remember he and republicans stole the election,Neutral
2,@charlierose @jdickerson racist@norahodonnell tx trash there's no comparison betwn pres obama n gwbush rt poll will show he's supported 100%,Neutral
2,@charliesheen charlie please stop. from 1 ole fart 2 another...,Neutral
2,"@charliesheen charlie, im an old lady. don't ever say ugly things about ur childrens mom.. i get it!!!, jus dont! big hug",Neutral
2,@charloosss @keepitplur @nicoleariel_ i'll chug my tall can . but homegirl won't approve lol,Neutral
1,@charmarie hoe you are doing good too!,Offensive Language
1,@chase_wickett @langkeaton bitch im waitin on my chicken nuggets,Offensive Language
2,@cheetahxcheeks lol trash i would of kept it if she was cute,Neutral
1,@chelsiielynn 😂😂😂 you tried to bit my bottom lip off like it was a snack bitch,Offensive Language
0,@chemicalkidss this bitch look like a fucking white trash trailer park queen lookin man bear pig. httpurl,Hate Speech
1,@chesteredits @nacbiller not as bad as a former psyqo nigger that likes anime,Offensive Language
1,@chloeforsale wigg i love you bitch 😘,Offensive Language
2,"@chris2x @nevadapr camels, ostriches and zebras! see you at the races! #vccamelraces",Neutral
1,@chris_hardardt7 pussy?,Offensive Language
2,@chrisbickert i want it! i love her gooks! she is awesome where did you get it?,Neutral
1,"@chrisbrown @cmpunk if by ""amusing"" you mean ""makes you cry like a bitch,"" then yeah, i'd agree.",Offensive Language
1,@chriscurtis410 i agree the fat bitches the only girls left not gettin passed around,Offensive Language
1,@chriscurtis410 they be tryna b on the low but one day these bitches gonna realize some niggas talk more then them l😂,Offensive Language
1,@chrisrmz95 dude was a bitch nigga and took off running,Offensive Language
2,@christianvansly haha i'm shocked barca got more yellow cards this time,Neutral
2,@chucktodd @meetthepress he was walking & 3 little birds pitch by his doorstep. singing sweet songs of melodies pure & true. saying ...,Neutral
1,"@chvrlesgoldie like hov said ""we all ghetto b"" lol",Offensive Language
1,@cj_menaa1 😩😩😂😂 nigga doing the duggy on dem dead hoes lol,Offensive Language
1,@claire_ming get some orange hoe,Offensive Language
2,@clangloisss hmu negro,Neutral
2,"@claraoswined cute, but i love her yellow raincoat the most, the contrast with that&her hair looks so cute! :p i love her face in your icon!",Neutral
1,@classy_girls bruh u such a pussy just talk,Offensive Language
2,@cleggzta ho ho ho.,Neutral
1,@clfrew27 bitch,Offensive Language
1,@clfrew27 ill slap a hoe,Offensive Language
0,"@clinchmtn316 @sixonesixband america today, the rule of thumb is: when in doubt, blame ""whitey""",Hate Speech
1,@cluis838 them peeps who bitches,Offensive Language
2,@cnnbrk let me guess they have yellow cake too? same crap different president,Neutral
1,@col_aches why do you bitch about everything?,Offensive Language
1,@cody_laws @ me bitch. when and where?,Offensive Language
0,@coffincreepxx you had to throw in the faggot word smh smh smh,Hate Speech
1,@colinkane ur the tool for posting a vid of a dude pacing! especially when u were too pussy to film his face!!!,Offensive Language
1,@collegefession you are a bitch!!!!,Offensive Language
1,"@collinaudre - see, that's why ya ass never need to go out. tryna go ape shit.😂",Offensive Language
2,@contrarian11 @youtube yeah. great song. just watching the msg concert of 1990 yankee stadium gig.,Neutral
1,"@cooliedaggera @capotoheaven why wld u wanna be a faggot, dude? that's faggot like",Offensive Language
1,@coolstorysam @morgannndee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,Offensive Language
1,@cooney_mane @nflcommish it's not right but it's the rule. the nfl has a strike policy for drugs and josh gordon is retarded,Offensive Language
1,@corey_emanuel bet... my trash ass self is just that petty,Offensive Language
1,@corey_emanuel bet.... pay back is a bitch,Offensive Language
1,@corrinybug yasss bitch yasss! i wonder if penny passed 😂,Offensive Language
1,@coryw182 i'm tired bitch 😔,Offensive Language
0,@coughlan616 youre racist against white people whigger. anti-racist is a codeword for anti-white. anti-zionist is a codeword for antisemite.,Hate Speech
1,@covrtneyyy that was for other bitches lol you cute tho wassup gimmi yo numba🔫 imma natural too lmfaoo,Offensive Language
2,@craigcalcaterra hes behind the plate for the game tonight here in az. im looking to buy a red&yellow balkamania shirt i can tear off there.,Neutral
1,@crazy_mike97 hold it you fucking bitch,Offensive Language
1,@creepgoddess @ipostdickprints hell no! where is the pussy print page?,Offensive Language
1,@creepgoddess oh? he still talking to other bitches i bet. none of my biz tho,Offensive Language
1,@creoleblood @highclasscapri @verkannt__ like what u bitches wantttt (dmx voice)😩😩😩,Offensive Language
1,@cristiannt_ bitch i back shit up fuck nigga,Offensive Language
1,@cristiannt_ bitch am not gonna shut shit up feel free to join them,Offensive Language
1,@cristiannt_ nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,Offensive Language
1,"@cristiannt_ wow i was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga",Offensive Language
1,@crocodile_craig bitch y u ain't come to school,Offensive Language
1,@crushwb sup my nigga.. cracker.. home boy.. what ya know that .. blah... forget it.. hey to ya.,Offensive Language
2,@cryancarfield haven't you ever heard the story of the birds and the bees,Neutral
1,@crystalkethry 🚨🚨🚨🚨bad bitch w dreads alert,Offensive Language
1,@ctrembz be sure to follow it up with a fabulous bitch face,Offensive Language
1,@cubvn_ girls that want to hold on to they hoes and act like they can't show off they boyfriends,Offensive Language
2,"@cullenbunn maybe baylee ann, tater pud, nurse fester, charlie chainsaws, & mama rot should be their own team?! next time in punishermax!:-d",Neutral
2,@cumkwats thank you based pee slit,Neutral
1,@cup_ah_noodles ya pussy let's go wheelin,Offensive Language
1,@cuteasstab niggah this shit serious aint no one laughing,Offensive Language
1,"@cuunthiaaa @fvnxy he's the ""fuck her right in the pussy"" guy",Offensive Language
2,"@cxslug i never did those games, but i was obsessed with angry birds. which is why it took me so long to do ccs. i was scared. lol",Neutral
2,@d6_9b idk... it's trash though!,Neutral
2,@dabbba @pinchehonkey far as i can tell coon tracks on the cab door window - tractor was parked by some trees away from home,Neutral
1,@dablueprint fuck no she dont let nobody hit that pussy either i know it's firm,Offensive Language
2,@daggerbyte @michaelsmartguy @spacej_me @pizzahut given the rickety slant of that roof i'd say more like pizza shanty,Neutral
1,"@daijahshardaee yess bitch cuts, colors, and curls ha self.",Offensive Language
2,@daishialopez how could you say such a thing woman?! you have two functioning chest tables to hold your peanut butter and crackers!,Neutral
1,@daisymcgarr my knee won't let me wander around much so i just make a few trips and look at the fat girls-- redneck porn--wal-mart,Offensive Language
1,@dalmesquita13 you to bitch!,Offensive Language
1,@damnit_mannn @rojustdgaf not over no twitter shit. plus youre a female. you letting a dumb sloppy body ignorant bitch speak for 13k people,Offensive Language
1,"@dan1ellep and they’re retarded as fuck in general with their “insults”. hope they fall off with aw, but the csgo scene is growing so idk.",Offensive Language
1,@dan1ellep she going full retard right now smh,Offensive Language
1,@dani_crocker there was also no need for her to be a cunt and act like she's something special. it wasn't unprovoked.,Offensive Language
1,@daniellesayswha hoe,Offensive Language
2,@danifreshh some weird local ghetto school haha,Neutral
1,@danikawillow don't be a pussy. also there is beer and free pizza here. i swear,Offensive Language
1,@dannycatsteve because it's fucking retarded?,Offensive Language
1,@danram70 @buflo_dolla ....so ur a fag?,Offensive Language
2,@danram70 pussy. it's science. donaire via rachel spelling error,Neutral
1,@dantoomey2 forgot someone niglet,Offensive Language
0,@dantoomey2 fuck you faggot,Hate Speech
1,"@dantoomey2 you fat irish fucking cunt, i honestly hope you choke to death in a pool of your own jameson induced vomit",Offensive Language
1,@danusaur @goldenarmada_ we don't love these hoes,Offensive Language
1,@dappermuke i stick up for my fam. don't disrespect the pouch my nigguh. and awe ily2 httpurl,Offensive Language
2,@darealwalt_jr he see the jig,Neutral
2,@darrenburton_ and take the trash out and separate the recyclables,Neutral
0,@darthdanaa yes you do retard.,Hate Speech
2,"@datachick humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/",Neutral
1,"@datexehmm so bad bitches intimidate you, in other words?",Offensive Language
1,@davegetnmoney my phone's doin da pussy right now lol,Offensive Language
1,@daveyy_jayy lmao mark is the only guy left there he's about to get some pussy,Offensive Language
1,@davidam_23 yes so you could leave fag,Offensive Language
1,"@davidly62793584 hahahaha, aw nut... we should try and capture that cunt",Offensive Language
0,@davidly62793584 how many fuckin fags did a even get? shouldnt be allowed into my wallet whilst under the influence haha,Hate Speech
1,"@davidlyon1690 @_shannonmacleod he wants pussy, nd a dini mean a cat",Offensive Language
1,@daydaaaaaa hay pussy cat 😛😝👋👋,Offensive Language
1,@dbro800 pussy you can't fight 😴,Offensive Language
2,@dchestnut26 don't shake your head at me. i just love to trash talk.,Neutral
1,@deiukesionai more like emily is a little twat,Offensive Language
1,@deadgrl_666 she can just fuckin call the venue about it and they'll cancel the lost tickets and reprint new ones what a dumb bitch,Offensive Language
1,@deadlygilinsky drug buddy pussy money bitches weed,Offensive Language
0,@delaney_guinan a faggot that needs to grow up,Hate Speech
1,@delaney_guinan grow a pair pussy,Offensive Language
1,@delaney_guinan ol rachet ass bitch,Offensive Language
0,@delaney_guinan you did a good job doing that to me and not texting back faggot,Hate Speech
1,@delaylay_messy i rap that and her part of problem 24/7 cause i'm a bad bitch,Offensive Language
1,@demimariemorin well im sure im not fully retarded #imustbestupid:(,Offensive Language
1,@denise_nigga69 true dat nig,Offensive Language
0,@deno_5 @kaitlyninst0ne you're reading you coon,Hate Speech
0,"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind & all.",Hate Speech
1,@denytheprophecy because you're a weak bitch. listen to cruel hand because the singer fell on face last night.,Offensive Language
1,@denytheprophecy shit so joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him & got him -,Offensive Language
0,@denytheprophecy thanks for ignoring my texts fag,Hate Speech
1,@denytheprophecy that's a dragon you retard,Offensive Language
1,@denytheprophecy when you realize you're trash,Offensive Language
1,@dequaan_ @khid_zay 😂😂fucc the extra shit i'm seeing that hoe this weekend,Offensive Language
1,"@derek_gatewood i got a kenwood amp to but it's probably ghetto, right?",Offensive Language
2,@derek_gatewood it's not ghetto you fool.,Neutral
1,@derek_gatewood you got a toolbox you hoe,Offensive Language
2,"@desamador you gotta be like me n the twins, just chug it all before everyone",Neutral
1,@dexfrost23 you can be a bad bitch too dex its okay,Offensive Language
1,@dfa73 @hellyeahcalum @instyle david block that bitch,Offensive Language
2,@dgardner @yonifreedhoff sounds like the hysteria over bird flu a few years back. it had a lower mortality rate than the regular flu.,Neutral
1,@dickburritoz every bitches claim,Offensive Language
1,@dina51814 @flyoutchase bitch what? i don't give a fuck what you say but don't fuckin lie on me you hairy bitch,Offensive Language
1,@dinneny is out of his goddamn bird trying to say yoburger is better than 5 guys,Offensive Language
1,"@discordianslip alright, amateur grease monkey, show me how its done. wait, that sounds racist...",Offensive Language
2,@discordianslip i hope my fuzzy head doesnt tickle too much.,Neutral
1,@discordianslip if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car.,Offensive Language
2,@dish was just wondering if yo espect to add mo colored tv stations befo i renew dis,Neutral
1,@dish_answers ok. i guess you ain't colored so so don't know da channels?,Offensive Language
0,@dish_answers you gots da bet and da msnbc wit dat colored reverend who only listen to coloreds. what else i missing?,Hate Speech
1,@djceeloss awwww don't be a pussy ill show u was good with that turbo lol,Offensive Language
1,@djceeloss handles lol that shit only 315 hp now your bitch is stick soo i know was good with them double shifting aha,Offensive Language
1,@djfeds bitch just meet me up here lol,Offensive Language
1,"@djfeds couldn't make it nigga was at the e.r. my bad then my charger for my phone ripped so i can text, i'm on my ipod all ghetto",Offensive Language
1,@djfeds lmao yeah bitch that lil shit ripped .!,Offensive Language
0,@djfeds suck my dick tacos el negro better,Hate Speech
1,@djfeds yeah bitch did it taste good fucker -.-t,Offensive Language
1,@dliming35 fuck you bitch,Offensive Language
1,@dmeis72 snag that ho!!!,Offensive Language
2,@dminion25 it's kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.,Neutral
1,@doctorhawrse slut buckets. especially dan. he a hoe.,Offensive Language
2,"@dolphrudager nope, never taken neighbors actual stuff. just wifi. acct info in their trash cans at 3am. super easy.",Neutral
2,"@dolphrudager only one current yankee sells! only one current bosox sells! only one player on each l.a. team sells! most teams have 0, yeah.",Neutral
0,"@dolphrudager you don't have any kids?! what are you, one of them queers!?",Hate Speech
1,@dom_framp what i thought bitch,Offensive Language
1,@dominiloka bitch ain't fall down or nothing. bet she can take more licks than you. no?,Offensive Language
1,@dominiloka that hoe show up uninvited one day your ass won't come outside tho,Offensive Language
1,"@don07052 almost mad a nigguh catch some stacks at lunch, close one",Offensive Language
1,@don07052 had da bitches rockin in da club wit my boy connor,Offensive Language
1,@don07052 that nigguh sucks,Offensive Language
1,@donnyoraha pussy,Offensive Language
1,@dpalmyx3 @_wordtothewise stop retweeting heather im tired of seeing that bitch on my tl,Offensive Language
1,@dpalmyx3 @michelleb_xo both you bitches go to sleep,Offensive Language
0,"@drboycewatkins1 coons and monkeys like you disgust me, you minstrel show negro. crying about shit all the time you're a disgrace everywhere",Hate Speech
1,"@dre_snipes @thereal__hop lmao, them bitches was the truth",Offensive Language
2,@dreadywhiteboy @jwanurebay then the kid he sold it to brought it back to him cooked in a brownie,Neutral
0,@drew4130 @mailgal2000 y'all hire colored folk? only work half da day and throw da mail in da sewer if we ain't done,Hate Speech
1,"@dropdeadfred11 money can get you good weed, but not always the best of pussy. sorry my friend (: guess",Offensive Language
1,@drrrruuuu @thechriscates pussy,Offensive Language
1,@drunksixthgrade @tbhstop you are a bitch.,Offensive Language
1,@dtholcomb32 they hv loads of cushion on the soles of them. they would feel good on ur dick.,Offensive Language
1,@duhhvenuhh love you too bitch💁😘,Offensive Language
1,@dustincarter16 bitch i was out dea and your ass was sleep,Offensive Language
2,@dustincmc @kevinkillsthngs ghetto=black,Neutral
2,@dxum7 jordan's are trash,Neutral
2,@egotheicon everytime pro teams do gb tourneys that get schmanged. im not fanboying im just saying i don't think u should say they're trash.,Neutral
2,"@egotheicon those ""trash"" snd stars would scrape ur team in snd and most pro teams.",Neutral
2,"@eharmoniee first second an third mistake...😂😂 i been hearing it wus trash tho...kinda wan give it a listen, kinda dont",Neutral
1,@eanahs__ girl i been wanting them shit i been growing them hoes for bout 6months,Offensive Language
2,@eanahs__ nips,Neutral
1,@ebgbz1 @russelltpot this bitch sees that as not an attack because muslims are only 1% (no idea where he maths),Offensive Language
2,@ebomb26 cool beaners.,Neutral
2,@ebomb26 cool beaners. i just got home. ready to keep my couch from floating away. lol,Neutral
1,@eburnns bitch be actin like i'm a celebrity,Offensive Language
1,@eburnns oh wow the bitch is bitching again #niggasuprized,Offensive Language
2,"@edouglas528 i know how you feel,wait,no i don't. perfect week for me would be yanks not getting lee #gosox #gopats",Neutral
2,@edouglas528 quick game for sox yanks.....hope you get home soon,Neutral
2,@edouglas528 sorry bout your yanks earl....who uya like in the ws?,Neutral
2,@edouglas528 that would be your yankees earl....we all know they should win all 162,Neutral
1,"@edwards_cait but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell so there's my punch 💋",Offensive Language
2,"@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. i drive a lexus, and pay little rent. just saying.",Neutral
2,@efethegoddess the shirt trash 😢 and i'm leaving your room a mess 😊,Neutral
1,@efethegoddess wuw. am not wun uv ur hoes dnt send mi pics,Offensive Language
